word,colour,stim_resp,correct_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.004520699998465716,0.0222009999997681,1.005721599998651,,,,,,,,,,,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,0,0,0,5,1.05454490000011,,,,,1.018344199999774,1.05454490000011,1.5056050999992294,1.5056050999992294,1.5556023999997706,4.762334799999735,g,1,3.248258999999962,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,0,1,1,7,4.787787899998875,,,,,4.766741399998864,4.787787899998875,5.27431069999875,5.27431069999875,5.290969899999254,6.2070966999999655,g,1,0.9294795999994676,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,0,2,2,2,6.2379658999998355,,,,,6.20988159999979,6.2379658999998355,6.724895299999844,6.724895299999844,6.740913799998452,7.757286199999726,r,1,1.0242591000005632,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,0,3,3,6,7.772659599999315,,,,,7.760131499999261,7.772659599999315,8.27246119999836,8.27246119999836,8.27246119999836,9.273516599998402,y,1,0.9956256000004942,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,0,4,4,0,9.288848199999848,,,,,9.276220299998386,9.288848199999848,9.789202099998874,9.789202099998874,9.789202099998874,11.173855600000024,r,1,1.3668939000017417,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,0,5,5,1,11.18950439999935,,,,,11.176546999999118,11.18950439999935,11.688928799998394,11.688928799998394,11.688928799998394,13.357069699999556,b,1,1.659373599999526,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,0,6,6,4,13.372272299999167,,,,,13.359754399998565,13.372272299999167,13.872413299999607,13.872413299999607,13.872413299999607,14.657694899999115,y,1,0.7838714999998047,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,0,7,7,3,14.672465599998759,,,,,14.660399599999437,14.672465599998759,15.172371299999213,15.172371299999213,15.172371299999213,16.040318299999853,b,1,0.856980399999884,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,1,0,8,2,16.05577749999975,,,,,16.04306759999963,16.05577749999975,16.555787999999666,16.555787999999666,16.555787999999666,18.139574799999536,r,1,1.576991600000838,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,1,1,9,4,18.155594299998484,,,,,18.141437999998743,18.155594299998484,18.655871999999363,18.655871999999363,18.655871999999363,20.50735469999927,y,1,1.8441335999996227,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,1,2,10,3,20.523065099998348,,,,,20.510080599999128,20.523065099998348,21.023593299998538,21.023593299998538,21.023593299998538,22.523771699999998,b,1,1.486951599999884,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,1,3,11,1,22.538892299999134,,,,,22.526010499999757,22.538892299999134,23.039129499999035,23.039129499999035,23.039129499999035,23.990886199999295,r,0,0.9401713000006566,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,1,4,12,5,24.006168699999762,,,,,23.993556199999148,24.006168699999762,24.505662099998517,24.505662099998517,24.505662099998517,26.257716099999016,g,1,1.7369382999986556,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,1,5,13,0,26.272667100000035,,,,,26.260445599999002,26.272667100000035,26.77241999999933,26.77241999999933,26.77241999999933,27.5570031999996,r,1,0.7775164000013319,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,1,6,14,6,27.572284099998797,,,,,27.559721799998442,27.572284099998797,28.07223669999985,28.07223669999985,28.07223669999985,29.141292799999064,y,1,1.0660522999987734,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,1,7,15,7,29.154850599999918,,,,,29.144042299998546,29.154850599999918,29.656201699999656,29.656201699999656,29.656201699999656,30.50705569999991,g,1,0.8350305000003573,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,2,0,16,2,30.522669299998597,,,,,30.51039429999946,30.522669299998597,31.022528799998327,31.022528799998327,31.022528799998327,31.840305899999294,r,1,0.8121921999991173,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,2,1,17,0,31.855710299998464,,,,,31.84300609999991,31.855710299998464,32.355450799999744,32.355450799999744,32.355450799999744,32.94084279999879,r,1,0.5723333999994793,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,2,2,18,5,32.95563319999928,,,,,32.94360769999912,32.95563319999928,33.455956299998434,33.455956299998434,33.455956299998434,34.28996149999875,g,1,0.8307198000002245,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,2,3,19,6,34.30517229999896,,,,,34.291908899998816,34.30517229999896,34.80564579999918,34.80564579999918,34.80564579999918,35.97345150000001,y,1,1.1595359000002645,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,2,4,20,1,35.98922319999838,,,,,35.97590249999848,35.98922319999838,36.489192099999855,36.489192099999855,36.489192099999855,37.27387069999895,b,1,0.7811832000006689,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,2,5,21,4,37.28902149999885,,,,,37.27659399999902,37.28902149999885,37.78930609999952,37.78930609999952,37.78930609999952,38.657466299999214,y,1,0.8518788000001223,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,2,6,22,7,38.672853699999905,,,,,38.66021049999836,38.672853699999905,39.17284599999948,39.17284599999948,39.17284599999948,40.29310909999913,g,1,1.1077924000001076,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,2,7,23,3,40.32137799999873,,,,,40.296569199999794,40.32137799999873,40.80621339999925,40.80621339999925,40.82233839999935,41.67412599999989,b,1,0.8546384000001126,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,3,0,24,3,41.68917709999914,,,,,41.67685669999992,41.68917709999914,42.188938999999664,42.188938999999664,42.188938999999664,42.839480799999365,b,1,0.6348854999996547,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,3,1,25,5,42.8554269999986,,,,,42.841324999999415,42.8554269999986,43.34134199999971,43.34134199999971,43.35733949999849,44.19074079999882,g,1,0.836126799998965,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,3,2,26,7,44.2060066999984,,,,,44.19353379999848,44.2060066999984,44.7056982999984,44.7056982999984,44.7056982999984,45.24174859999948,g,1,0.5292906000013318,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,3,3,27,0,45.25561379999999,,,,,45.24451129999943,45.25561379999999,45.75589389999914,45.75589389999914,45.75589389999914,46.474191399998745,r,1,0.7015645999999833,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,3,4,28,4,46.489164399999936,,,,,46.47708689999854,46.489164399999936,46.989653599999656,46.989653599999656,46.989653599999656,48.07405729999846,y,1,1.079937799999243,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,3,5,29,1,48.08901179999884,,,,,48.07655469999918,48.08901179999884,48.58901379999952,48.58901379999952,48.58901379999952,49.623884099999486,r,0,1.0201651000006677,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,3,6,30,6,49.639189099998475,,,,,49.62678419999975,49.639189099998475,50.139449700000114,50.139449700000114,50.139449700000114,52.19088079999892,y,1,2.037143300000025,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,3,7,31,2,52.20564629999899,,,,,52.193606399998316,52.20564629999899,52.70486979999987,52.70486979999987,52.70486979999987,53.790943799998786,r,1,1.0746811000008165,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,red,C,r,4,0,32,0,53.805459399998654,,,,,53.79363349999949,53.805459399998654,54.30588149999858,54.30588149999858,54.30588149999858,54.82434699999976,r,1,0.506034300000465,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,4,1,33,3,54.83903979999923,,,,,54.827202399999805,54.83903979999923,55.339405599999736,55.339405599999736,55.339405599999736,56.19092119999914,b,1,0.837579299999561,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,4,2,34,6,56.20561229999839,,,,,56.19416109999838,56.20561229999839,56.70619209999859,56.70619209999859,56.70619209999859,58.19104679999873,y,1,1.4667506999994657,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,4,3,35,4,58.20578749999913,,,,,58.1937754999999,58.20578749999913,58.70568429999912,58.70568429999912,58.70568429999912,59.22434350000003,y,1,0.5105046999997285,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
RED,blue,I,b,4,4,36,1,59.2392007999988,,,,,59.22705339999993,59.2392007999988,59.73920049999833,59.73920049999833,59.73920049999833,61.59133109999857,b,1,1.850159400000848,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,green,I,g,4,5,37,7,61.60589639999853,,,,,61.594062199999826,61.60589639999853,62.10585339999852,62.10585339999852,62.10585339999852,63.15736459999971,g,1,1.0403067999995983,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,red,I,r,4,6,38,2,63.172403399999894,,,,,63.16015829999924,63.172403399999894,63.672617599999285,63.672617599999285,63.672617599999285,64.5073883999994,r,1,0.8299495000010211,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,4,7,39,5,64.52295989999948,,,,,64.51013539999985,64.52295989999948,65.02261599999838,65.02261599999838,65.02261599999838,65.89067109999996,y,0,0.8565559999988182,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
GREEN,yellow,I,y,5,0,40,6,65.90567609999925,,,,,65.89339629999995,65.90567609999925,66.4057114999996,66.4057114999996,66.4057114999996,67.84080469999935,y,1,1.425989400000617,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
BLUE,blue,C,b,5,1,41,3,67.85655699999916,,,,,67.84360789999846,67.85655699999916,68.35586979999971,68.35586979999971,68.35586979999971,69.2906910999991,b,1,0.9207478000007541,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,green,I,g,5,2,42,5,69.30582569999933,,,,,69.29349169999841,69.30582569999933,69.80580639999971,69.80580639999971,69.80580639999971,70.74078329999975,g,1,0.9194967000003089,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
YELLOW,yellow,C,y,5,3,43,4,70.75597479999851,,,,,70.74343210000006,70.75597479999851,71.25572939999984,71.25572939999984,71.25572939999984,71.9577507999984,y,1,0.7000107999992906,None,,233364,001,2024-09-13_14h00.00.208,friday16,2024.1.5,None,2024-09-13 14h00.10.081908 +0530,
